At1,At2,Class
1.140228523285847,-0.11402396137715962,-1.0
-1.5203414467821312,-1.1500820454122496,1.0
-1.0502407377851577,0.7200227973924013,-1.0
-0.9162120250072969,0.39700468818068885,1.0
-1.0902493087636236,0.4370069308075263,1.0
-0.5841408858860304,0.09368768346269389,1.0
1.8303763726643827,0.4520077717925904,-1.0
-1.2502835926774867,-0.28603360467256067,1.0
1.7003485169843686,1.2100502695711601,1.0
-0.4821190298909426,-0.485044761741077,1.0
1.7903678016859168,-0.4590433040336327,-1.0
-0.12204189108475008,-0.8080628709527895,-1.0
0.08090158520351787,1.9300906368542343,1.0
-0.5411316720841798,-0.3320361836934238,1.0
-1.0202343095513082,0.6190171347596367,-1.0
-0.7681803123869734,-1.0400758781884467,-1.0
-1.690377873440611,-0.04612015451810303,1.0
1.2602542362212443,1.2100502695711601,1.0
0.7241393851098024,0.9890378790578832,-1.0
0.4440793882605415,1.9900940007944905,-1.0
-1.0102321668066918,-1.3600938192031464,-1.0
-0.8632006684608297,0.4960102386821115,1.0
1.1602328087750797,-0.45804324796796175,1.0
-0.5951432429051086,-0.6510540686424525,1.0
-0.7701807409358966,0.36400283801354794,1.0
-0.8712023826565228,-0.8250638240691953,1.0
0.99619766776337,-1.7001128815312645,1.0
1.2802585217104774,0.6910211714879441,-1.0
0.9251824542765932,0.8950326088848152,-1.0
-0.6871629561555801,-1.2900898946061807,-1.0
1.7403570879628345,0.9640364774161098,1.0
1.1802370942643128,-0.33503635189043657,1.0
2.5205242220429183,1.4300626040187663,1.0
1.710350659728985,-0.044020036780194054,-1.0
0.2710423187786768,-0.5910507047021962,1.0
1.120224237796614,0.6260175272193332,-1.0
1.3002628071997102,0.19599341898083067,-1.0
-1.5903564459944464,-0.6800556945469096,1.0
0.4080716743799222,0.06728620332898116,1.0
1.1302263805412303,1.480065407302313,-1.0
0.7631477418138065,0.9210340665922595,-1.0
-1.41031787659135,1.1100446630040668,-1.0
-0.7501764554466637,-0.8810669637467679,-1.0
1.1602328087750797,0.9780372623355029,-1.0
1.1302263805412303,0.40500513670605637,-1.0
-0.5221276008694085,-1.3400926978897276,-1.0
-1.41031787659135,0.8940325528191443,-1.0
0.009006183155214762,-0.43404190239185925,1.0
-2.140474296948352,-1.4300977438001117,1.0
-1.3102964491451856,1.2500525121979977,-1.0
0.040993035652498205,-1.1300809240988308,-1.0
0.04829459985606822,0.866030982980358,-1.0
-2.110467868714502,0.19299325078381788,-1.0
0.5220961016685499,1.4600642859888944,-1.0
0.028390335794281463,1.6200732564962443,-1.0
0.3960691030863825,-0.6060515456872603,1.0
0.5360991015110129,0.9210340665922595,-1.0
0.31505174685498916,-0.18202777384278326,1.0
-0.12304210535921171,-1.0700775601585748,-1.0
0.5260969587663965,1.480065407302313,-1.0
0.006635675324740661,0.011783091684244186,1.0
-0.3520911742109286,-0.4900450420694317,1.0
-0.07013077024019065,-1.2300865306659245,-1.0
-0.1490476764952145,-1.2000848486957965,-1.0
0.7851524558519628,0.048085126868099175,1.0
-1.6203628742282958,0.5930156770521924,-1.0
-0.03142247781852496,-1.0100741962183186,-1.0
-0.28507681782199834,-1.100079242128703,-1.0
1.3302692354335597,1.5100670892724413,1.0
1.0902178095627646,-1.3700943798598557,1.0
-0.2230635328053763,-1.2800893339494714,-1.0
-0.034123056359571406,-1.0700775601585748,-1.0
1.2202456652427784,1.1300457843174851,-1.0
-1.670373587951378,-1.2600882126360526,1.0
1.970406371089013,-0.7720608525886358,-1.0
-0.5081246010269453,-0.7150576568453924,1.0
0.6031134578999432,-0.10802362498313399,1.0
-0.32308496025154093,-0.2130295118785823,1.0
-0.12404231963367336,-1.1200803634421217,-1.0
-0.43910981608909183,-0.9610714490004427,-1.0
0.20102731956636155,0.002382564666937385,1.0
0.8121582412624272,0.70802212460435,-1.0
0.8881745261215123,0.8170282357624821,-1.0
0.02378935013175789,0.08358711719941742,1.0
0.41507317430115376,-1.000073635561609,-1.0
-0.3080817461346162,2.1901052139286774,1.0
0.7671485989116531,-0.2480314741770651,1.0
1.230247807987395,-1.2000848486957965,1.0
1.3302692354335597,1.6300738171529534,1.0
0.2700421045042151,0.049085182933770115,1.0
-1.690377873440611,-1.870122412695324,1.0
0.4950903162580854,-0.281033324344206,1.0
-0.5191269580460235,-0.7990623663617511,-1.0
-1.9904421557791048,0.5490132101626712,-1.0
1.3602756636674092,-0.7320586099617983,1.0
-1.0302364522959246,0.6540190970581196,-1.0
0.4310766026925401,-1.3300921372330183,-1.0
-0.05832824180154323,-1.1500820454122496,-1.0
-0.20906053296291327,0.34500177276580013,1.0
1.2602542362212443,-1.3700943798598557,1.0
-1.7803971581421592,-0.3780387627142868,1.0
0.9801942393719837,-0.043920031173626965,1.0
-0.053627234711573504,1.6000721351828255,-1.0
-1.3903135911021172,-0.45104285550826523,1.0
1.2202456652427784,-0.3610378095978809,1.0
1.2202456652427784,0.5610138829507225,-1.0
-0.8381953115992885,0.35600238948818047,1.0
-0.44611131601032333,-0.861065842433349,-1.0
1.1702349515196961,-1.3900955011732743,1.0
-0.08683434862370014,-1.3300921372330183,-1.0
-1.1202557369974728,0.5760147239357865,-1.0
-0.28007574644969013,-1.30009045526289,-1.0
-0.02692151358344756,0.9580361410220841,1.0
-0.6971650989001964,1.3500581187650915,-1.0
1.3802799491566418,-1.740115124158102,1.0
0.4080716743799222,1.1600474662876132,-1.0
1.2002413797535456,1.5400687712425694,1.0
2.0704277985351776,1.0200396170936823,1.0
-0.4621147444017097,-0.18702805417113796,1.0
1.270256378965861,0.5890154527895086,-1.0
-0.10103739132105552,-0.7650604601289392,-1.0
-0.8191912403845172,1.260053072854707,-1.0
0.615116029193483,-0.02281884818797021,1.0
-1.7903993008867756,-0.9800725142481905,1.0
-1.7903993008867756,-0.9540710565407462,1.0
0.8261612411048902,1.5000665286157318,1.0
0.8451653123196614,0.7660253764132644,-1.0
-0.4761177442441727,-1.4901011077403679,-1.0
1.010200667605833,0.48000934163137654,-1.0
1.3902820919012582,-0.37603865058294494,-1.0
0.3570607463823783,-1.0700775601585748,-1.0
0.7701492417350381,1.400060922048638,-1.0
-1.080247166019007,0.11398882159581389,1.0
-0.7951860977974378,-1.4300977438001117,-1.0
0.7061355281694927,1.3800598007352194,1.0
-1.2602857354221033,0.22999532521364252,1.0
-0.8331942402269803,-0.5690494712574357,-1.0
-0.030322242116617153,2.1101007286750026,-1.0
-0.2230635328053763,-0.4190410614067952,1.0
-0.5621361718478743,-0.8730665152214003,-1.0
0.9261826685510548,0.9720369259414773,-1.0
-1.860414300099091,-1.5701055929940428,1.0
-0.8061884548165159,0.9410351879056782,-1.0
-0.2140616043352215,0.3800037350642829,1.0
0.7441436705990353,1.4200620433620568,1.0
1.9403999428551635,-0.6500540125767815,-1.0
1.7703635161966838,1.3500581187650915,1.0
-0.9032092394392955,0.10098809274209172,1.0
-0.041824706272926074,-1.020074756875028,-1.0
0.3090504612082193,-0.1750273813830867,1.0
-0.6341515996091128,-0.9690718975258102,-1.0
-1.6203628742282958,0.10198814880776265,-1.0
-1.2102750216990208,1.2700536335114165,-1.0
0.5290976015897814,0.1329898868435617,-1.0
0.386066960341766,1.5500693318992786,-1.0
-0.0962363628036396,0.18999308258680506,1.0
-0.5361306007118715,1.1300457843174851,-1.0
1.0202028103504495,-0.2610322030307873,1.0
-0.876203454028831,-1.000073635561609,-1.0
2.3504877953844385,1.2100502695711601,1.0
-0.9822261671217655,-1.080078120815284,-1.0
-1.1602643079759385,0.46900872490899626,1.0
-1.7403885871636933,0.6930212836192859,-1.0
-1.10025145150824,1.1600474662876132,-1.0
0.01788808591243418,-0.7000568158603283,1.0
-0.6201485997666497,-0.9840727385108743,-1.0
-1.5203414467821312,0.6600194334521452,-1.0
1.0702135240735318,-0.9850727945765452,1.0
0.9171807400809,0.5250118645865687,-1.0
-0.04822607762948061,1.5200676499291506,-1.0
1.490303519347423,1.5500693318992786,1.0
-0.5841408858860304,1.010039056436973,-1.0
-0.06252914175428215,-0.12002429777118521,1.0
-1.6803757306959943,1.0800429810339385,-1.0
-1.7703950153975425,-0.9230693185049472,1.0
-0.20205903304168177,0.7120223488670337,1.0
1.0602113813289153,-0.4270415099321627,1.0
1.710350659728985,1.1000441023473573,1.0
-1.7003800161852274,0.8720313193743836,-1.0
1.860382800898232,1.1400463449741947,1.0
-0.52912910079064,-0.35703758533519714,1.0
-0.4111038164041657,-1.30009045526289,-1.0
0.6661269571910269,1.3600586794218008,1.0
0.16201896286235737,-0.7910619178363836,-1.0
-0.29607917484107643,0.2549967268554159,1.0
-0.03472318492424839,1.3000553154815446,-1.0
0.2940472470912946,-1.5001016683970774,-1.0
-0.5201271723204851,-1.1700831667256684,-1.0
0.7411430277756503,-1.2000848486957965,1.0
-1.3303007346344184,1.0800429810339385,-1.0
-0.09873689848979372,0.9660365895474516,1.0
0.013087057395018278,-0.9690718975258102,-1.0
0.8961762403172054,1.5800710138694067,1.0
-0.4121040306786274,0.4920100144194278,1.0
0.6831305998568749,1.0700424203772292,-1.0
-0.7531770982700486,-0.06152101792943544,1.0
